filename,image_url,is_product,name,category,price,description
karunjeeragam.jpg,/static/images/products/karunjeeragam.jpg,YES,Karunjeeragam,Spices,100,
karupatti-sugar.jpg,/static/images/products/karupatti-sugar.jpg,YES,Karupatti Sugar,Sweeteners,100,
karupu-kavuni.jpg,/static/images/products/karupu-kavuni.jpg,YES,Karupu Kavuni,Other,100,
karuveppilai_podi.jpg,/static/images/products/karuveppilai_podi.jpg,YES,Karuveppilai Podi,Other,100,
kasakasa.jpg,/static/images/products/kasakasa.jpg,YES,Kasakasa,Other,100,
kasthuri.jpeg,/static/images/products/kasthuri.jpeg,YES,Kasthuri,Other,100,
katti-sambrani.jpg,/static/images/products/katti-sambrani.jpg,YES,Katti Sambrani,Other,100,
kattuyanam.jpg,/static/images/products/kattuyanam.jpg,YES,Kattuyanam,Other,100,
kichili-samba-rrice.jpg,/static/images/products/kichili-samba-rrice.jpg,YES,Kichili Samba Rrice,Rice,100,
kichili-samba.jpg,/static/images/products/kichili-samba.jpg,YES,Kichili Samba,Other,100,
kiloi.jpg,/static/images/products/kiloi.jpg,YES,Kiloi,Other,100,
kollu-soup.jpeg,/static/images/products/kollu-soup.jpeg,YES,Kollu Soup,Pulses,100,
kollu.jpg,/static/images/products/kollu.jpg,YES,Kollu,Pulses,100,
krambu.jpg,/static/images/products/krambu.jpg,YES,Krambu,Other,100,
krishna-kant-02p9svewru4-unsplash-scaled.jpg,/static/images/products/krishna-kant-02p9svewru4-unsplash-scaled.jpg,NO,Krishna Kant 02P9Svewru4 Unsplash Scaled,Other,100,
krishna-kant-02p9svewru4-unsplash.jpg,/static/images/products/krishna-kant-02p9svewru4-unsplash.jpg,NO,Krishna Kant 02P9Svewru4 Unsplash,Other,100,
kulivedichan.jpg,/static/images/products/kulivedichan.jpg,YES,Kulivedichan,Other,100,
kullakar-boiled.jpeg,/static/images/products/kullakar-boiled.jpeg,YES,Kullakar Boiled,Oils,100,
kullakar.jpg,/static/images/products/kullakar.jpg,YES,Kullakar,Other,100,
kuthurai-vali.jpg,/static/images/products/kuthurai-vali.jpg,YES,Kuthurai Vali,Other,100,
kyff-logo.png,/static/images/products/kyff-logo.png,NO,Kyff Logo,Other,100,
kyff-name.png,/static/images/products/kyff-name.png,YES,Kyff Name,Other,100,
kyff.png,/static/images/products/kyff.png,YES,Kyff,Other,100,
kyff_raw_honey.jpg,/static/images/products/kyff_raw_honey.jpg,YES,Kyff Raw Honey,Sweeteners,100,
lq1.jpg,/static/images/products/lq1.jpg,YES,Lq1,Other,100,
lq2.jpg,/static/images/products/lq2.jpg,YES,Lq2,Other,100,
